window_start,Site,Nutrient,Concentration
1993-07-13,BQ3,nh4n_ugL,NA
1993-09-14,BQ3,no3n_ugL,43.66666666666667
1993-09-14,BQ3,k_mgL,0.8044444444444444
1993-09-14,BQ3,mg_mgL,3.0775
1993-09-14,BQ3,ca_mgL,4.526666666666666
1993-09-14,BQ3,nh4n_ugL,NA
1993-11-16,BQ3,no3n_ugL,32.333333333333336
1993-11-16,BQ3,k_mgL,0.8833333333333333
1993-11-16,BQ3,mg_mgL,2.7577777777777777
1993-11-16,BQ3,ca_mgL,4.225555555555555
1993-11-16,BQ3,nh4n_ugL,NA
1994-01-18,BQ3,no3n_ugL,11
1994-01-18,BQ3,k_mgL,0.8377777777777777
1994-01-18,BQ3,mg_mgL,2.973333333333333
1994-01-18,BQ3,ca_mgL,4.366666666666666
1994-01-18,BQ3,nh4n_ugL,NA
1994-03-22,BQ3,no3n_ugL,49
1994-03-22,BQ3,k_mgL,0.8622222222222222
1994-03-22,BQ3,mg_mgL,3.3666666666666667
1994-03-22,BQ3,ca_mgL,5.066666666666666
1994-03-22,BQ3,nh4n_ugL,NA
1994-05-24,BQ3,no3n_ugL,34.5
1994-05-24,BQ3,k_mgL,0.9214285714285715
1994-05-24,BQ3,mg_mgL,3.6185714285714283
1994-05-24,BQ3,ca_mgL,5.215714285714285
1994-05-24,BQ3,nh4n_ugL,NA
1989-05-16,PRM,no3n_ugL,59.625
1989-05-16,PRM,k_mgL,0.6855555555555556
1989-05-16,PRM,mg_mgL,1.96
1989-05-16,PRM,ca_mgL,6.483333333333333
1989-05-16,PRM,nh4n_ugL,NA
1989-07-18,PRM,no3n_ugL,73.71428571428571
1989-07-18,PRM,k_mgL,0.6614285714285714
1989-07-18,PRM,mg_mgL,1.5783333333333334
1989-07-18,PRM,ca_mgL,6.252857142857143
1989-07-18,PRM,nh4n_ugL,NA
1989-09-19,PRM,no3n_ugL,273.8
1989-09-19,PRM,k_mgL,1.21
1989-09-19,PRM,mg_mgL,2.194
1989-09-19,PRM,ca_mgL,6.906
1989-09-19,PRM,nh4n_ugL,NA
1989-11-21,PRM,no3n_ugL,112.71428571428571
1989-11-21,PRM,k_mgL,0.8825000000000001
1989-11-21,PRM,mg_mgL,2.572857142857143
1989-11-21,PRM,ca_mgL,9.21857142857143
1989-11-21,PRM,nh4n_ugL,NA
1990-01-23,PRM,no3n_ugL,209.22222222222223
1990-01-23,PRM,k_mgL,1.0688888888888888
1990-01-23,PRM,mg_mgL,2.106666666666667
1990-01-23,PRM,ca_mgL,8.71
1990-01-23,PRM,nh4n_ugL,NA
1990-03-27,PRM,no3n_ugL,143.33333333333334
1990-03-27,PRM,k_mgL,1.0077777777777777
1990-03-27,PRM,mg_mgL,2.152222222222222
1990-03-27,PRM,ca_mgL,9.083333333333334
1990-03-27,PRM,nh4n_ugL,NA
1990-05-29,PRM,no3n_ugL,187
1990-05-29,PRM,k_mgL,0.9544444444444444
1990-05-29,PRM,mg_mgL,2.002222222222222
1990-05-29,PRM,ca_mgL,8.342222222222222
1990-05-29,PRM,nh4n_ugL,NA
1990-07-31,PRM,no3n_ugL,131.88888888888889
1990-07-31,PRM,k_mgL,0.8522222222222222
1990-07-31,PRM,mg_mgL,2.1422222222222222
1990-07-31,PRM,ca_mgL,9.635555555555555
1990-07-31,PRM,nh4n_ugL,NA
1990-10-02,PRM,no3n_ugL,126.125
1990-10-02,PRM,k_mgL,0.77
1990-10-02,PRM,mg_mgL,1.9877777777777779
1990-10-02,PRM,ca_mgL,7.89
1990-10-02,PRM,nh4n_ugL,NA
1990-12-04,PRM,no3n_ugL,136.75
1990-12-04,PRM,k_mgL,0.6533333333333333
1990-12-04,PRM,mg_mgL,2.1144444444444446
1990-12-04,PRM,ca_mgL,6.934444444444445
1990-12-04,PRM,nh4n_ugL,NA
1991-02-05,PRM,no3n_ugL,121.625
1991-02-05,PRM,k_mgL,0.8922222222222222
1991-02-05,PRM,mg_mgL,1.9511111111111112
1991-02-05,PRM,ca_mgL,7.41875
1991-02-05,PRM,nh4n_ugL,NA
1991-04-09,PRM,no3n_ugL,50.25
1991-04-09,PRM,k_mgL,0.77
1991-04-09,PRM,mg_mgL,0.9285714285714285
1991-04-09,PRM,ca_mgL,4.635
1991-04-09,PRM,nh4n_ugL,NA
1991-06-11,PRM,no3n_ugL,58.33333333333333
1991-06-11,PRM,k_mgL,0.7728571428571429
1991-06-11,PRM,mg_mgL,1.61625
1991-06-11,PRM,ca_mgL,5.595714285714285
1991-06-11,PRM,nh4n_ugL,NA
1991-08-13,PRM,no3n_ugL,80.42857142857143
1991-08-13,PRM,k_mgL,0.8411111111111111
1991-08-13,PRM,mg_mgL,2.61
1991-08-13,PRM,ca_mgL,9.283333333333333
1991-08-13,PRM,nh4n_ugL,NA
1991-10-15,PRM,no3n_ugL,118.88888888888889
1991-10-15,PRM,k_mgL,0.72125
1991-10-15,PRM,mg_mgL,1.975
1991-10-15,PRM,ca_mgL,6.5337499999999995
1991-10-15,PRM,nh4n_ugL,NA
1991-12-17,PRM,no3n_ugL,128.11111111111111
1991-12-17,PRM,k_mgL,0.7444444444444445
1991-12-17,PRM,mg_mgL,1.9277777777777778
1991-12-17,PRM,ca_mgL,8.153333333333332
1991-12-17,PRM,nh4n_ugL,NA
1992-02-18,PRM,no3n_ugL,108.375
1992-02-18,PRM,k_mgL,0.9533333333333334
1992-02-18,PRM,mg_mgL,2.8133333333333335
1992-02-18,PRM,ca_mgL,9.7325
1992-02-18,PRM,nh4n_ugL,NA
1992-04-21,PRM,no3n_ugL,54.375
1992-04-21,PRM,k_mgL,0.8288888888888889
1992-04-21,PRM,mg_mgL,1.8177777777777777
1992-04-21,PRM,ca_mgL,7.38
1992-04-21,PRM,nh4n_ugL,NA
1992-06-23,PRM,no3n_ugL,38.111111111111114
1992-06-23,PRM,k_mgL,0.7744444444444444
1992-06-23,PRM,mg_mgL,2.088888888888889
1992-06-23,PRM,ca_mgL,8.1466666666666665
1992-06-23,PRM,nh4n_ugL,NA
1992-08-25,PRM,no3n_ugL,52.55555555555556
1992-08-25,PRM,k_mgL,0.8466666666666667
1992-08-25,PRM,mg_mgL,2.39
1992-08-25,PRM,ca_mgL,9.634444444444444
1992-08-25,PRM,nh4n_ugL,NA
1992-10-27,PRM,no3n_ugL,33.57142857142857
1992-10-27,PRM,k_mgL,0.70625
1992-10-27,PRM,mg_mgL,1.77125
1992-10-27,PRM,ca_mgL,7.395
1992-10-27,PRM,nh4n_ugL,NA
1992-12-29,PRM,no3n_ugL,NA
1992-12-29,PRM,k_mgL,0.7255555555555555
1992-12-29,PRM,mg_mgL,1.9188888888888889
1992-12-29,PRM,ca_mgL,7.552222222222222
1992-12-29,PRM,nh4n_ugL,NA
1993-03-02,PRM,no3n_ugL,81.33333333333333
1993-03-02,PRM,k_mgL,0.8055555555555556
1993-03-02,PRM,mg_mgL,2.371111111111111
1993-03-02,PRM,ca_mgL,9.314444444444444
1993-03-02,PRM,nh4n_ugL,NA
1993-05-04,PRM,no3n_ugL,42
1993-05-04,PRM,k_mgL,0.8555555555555555
1993-05-04,PRM,mg_mgL,1.9933333333333334
1993-05-04,PRM,ca_mgL,7.9944444444444445
1993-05-04,PRM,nh4n_ugL,NA
1993-07-06,PRM,no3n_ugL,63
1993-07-06,PRM,k_mgL,0.7675
1993-07-06,PRM,mg_mgL,2.01
1993-07-06,PRM,ca_mgL,8.5875
1993-07-06,PRM,nh4n_ugL,NA
1993-09-07,PRM,no3n_ugL,49.111111111111114
1993-09-07,PRM,k_mgL,0.7211111111111111
1993-09-07,PRM,mg_mgL,1.9766666666666666
1993-09-07,PRM,ca_mgL,8.001111111111111
1993-09-07,PRM,nh4n_ugL,NA
1993-11-09,PRM,no3n_ugL,28.833333333333332
1993-11-09,PRM,k_mgL,0.6577777777777778
1993-11-09,PRM,mg_mgL,1.6811111111111112
1993-11-09,PRM,ca_mgL,7.39625
1993-11-09,PRM,nh4n_ugL,NA
1994-01-11,PRM,no3n_ugL,6.333333333333333
1994-01-11,PRM,k_mgL,0.5700000000000001
1994-01-11,PRM,mg_mgL,1.6344444444444444
1994-01-11,PRM,ca_mgL,6.863333333333333
1994-01-11,PRM,nh4n_ugL,NA
1994-03-15,PRM,no3n_ugL,18.5
1994-03-15,PRM,k_mgL,0.7277777777777777
1994-03-15,PRM,mg_mgL,2.2044444444444444
1994-03-15,PRM,ca_mgL,9.652222222222223
1994-03-15,PRM,nh4n_ugL,NA
1994-05-17,PRM,no3n_ugL,17.833333333333332
1994-05-17,PRM,k_mgL,0.9214285714285714
1994-05-17,PRM,mg_mgL,2.3728571428571428
1994-05-17,PRM,ca_mgL,9.494285714285715
1994-05-17,PRM,nh4n_ugL,NA
